Corpus, Filename, Utterance number, Clause number, Location of clause start, Location of clause end,Speaker, Clause, Matrix (verb) language, Linguality of clause, Linguality of utterance, Dependent variable, Verb morphology, AoA minority language, AoA majority language, Mother's language, Father's language, Parental input,Primary school language,Secondary school language, Language of education, Identity, Social network
"Siarad","stammers8","478","1","1","9","ISL","ti yn cofio yr rhaglen yna ar y teledu ","cym","monoW","monoW","www","remember.V.INFIN=televise.V.INFIN","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","479","1","1","1","ISL","timod ","cym","monoW","monoW","www","know.V.2S.PRES.SPOKEN","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","479","2","2","6","ISL","be oedd ei enw o ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","482","1","1","4","ISL","oedd Dewi_Pws yno fo ","cym","biling","biling","wbb","be.V.3S.IMPERF","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","483","1","1","1","CAR","oedd ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","485","1","1","5","ISL","ew oedd o yn ddoniol ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","486","1","1","6","CAR","ew oedd o yn da yn_doedd ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","490","1","1","1","CAR","yndy ","cym","monoW","monoW","www","be.V.3S.PRES.EMPH","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","684","1","1","4","ISL","ydy hynny yn help ","cym","biling","biling","wbb","be.V.3S.PRES","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","689","1","1","3","ISL","oh wela i ","cym","biling","biling","wbb","see.V.1S.PRES.SPOKEN","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","691","1","1","6","ISL","be o'n i yn sôn am ","cym","monoW","monoW","www","mention.V.INFIN","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","699","1","1","5","CAR","daru nhw wneud hynna efo ","cym","monoW","monoW","www","make.V.INFIN+SM","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","702","1","1","7","CAR","daru nhw wneud hynna yn lle yn_de ","cym","monoW","monoW","www","make.V.INFIN+SM","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","703","1","1","5","ISL","well wneith o ddim gollwng ","cym","biling","biling","wbb","do.V.3S.FUT+SM=release.V.INFIN","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","704","1","1","4","CAR","ac oeddech chi methu ","cym","monoW","biling","wwb","be.V.2P.IMPERF=fail.V.INFIN","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","704","2","5","7","CAR","troi yr tap ","cym","biling","biling","wbb","turn.V.INFIN","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","706","1","1","5","CAR","yeah oedd o mor agos ","cym","biling","biling","wbb","be.V.3S.IMPERF","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","707","1","1","3","ISL","oh wela i ","cym","biling","biling","wbb","see.V.1S.PRES.SPOKEN","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","708","1","1","6","CAR","well o o_gwmpas dw i meddwl ","cym","biling","biling","wbb","be.V.1S.PRES.SPOKEN=think.V.INFIN","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","714","1","1","5","CAR","ac o'n ond oedden nhw ","cym","monoW","monoW","www","be.V.3P.IMPERF.SPOKEN","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","714","2","6","8","CAR","ac oedden nhw ","cym","monoW","monoW","www","be.V.3P.IMPERF.SPOKEN","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","714","3","9","11","CAR","oedden nhw cau ","cym","monoW","monoW","www","be.V.3P.IMPERF.SPOKEN=close.V.INFIN","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","714","4","12","13","CAR","wneud dim_byd ","cym","monoW","monoW","www","make.V.INFIN+SM","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","715","1","1","3","CAR","ond ddaru nhw ","cym","monoW","monoW","www","did.V.123SP.PAST","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","715","2","4","7","CAR","wneud yn y diwedd ","cym","monoW","monoW","www","make.V.INFIN+SM","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","716","1","1","11","ISL","dw i yn mynd i yn y cae o_flaen Tyddyn_Ucha eleni ","cym","biling","biling","wbb","be.V.1S.PRES.SPOKEN=go.V.INFIN","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","717","1","1","1","CAR","wyt ","cym","monoW","monoW","www","be.V.2S.PRES","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","718","1","1","6","ISL","ar_ôl i yr defaid orffen pori ","cym","monoW","monoW","www","complete.V.INFIN+SM=graze.V.INFIN","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","721","1","1","1","CAR","ydy ","cym","monoW","monoW","www","be.V.3S.PRES","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","721","2","2","2","CAR","yr ","cym","monoW","monoW","www","that.CONJ[or]the.DET.DEF[or]drive.V.3S.PRES+SM","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","721","3","3","8","CAR","ydy yr swêj wedi gorffen rŵan ","cym","monoW","monoW","www","be.V.3S.PRES=complete.V.INFIN","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","721","4","9","9","CAR","yndyn ","cym","monoW","monoW","www","be.V.3P.PRES.EMPH","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","722","1","1","4","ISL","ew na mi baran ","cym","monoW","monoW","www","cause.V.3P.FUT.SPOKEN+SM[or]pair.V.3P.FUT.SPOKEN+SM","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","723","1","1","6","ISL","mae nhw wedi bwyta yr dail ","cym","monoW","monoW","www","be.V.3S.PRES=eat.V.INFIN","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","723","2","7","9","ISL","ond mae nhw ","cym","monoW","monoW","www","be.V.3S.PRES","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers8","724","1","1","2","CAR","oh yndyn ","cym","biling","biling","wbb","be.V.3P.PRES.EMPH","1","1","1","1","1","2","2","2","1","1.8"
"Siarad","stammers8","726","1","1","5","ISL","mae yna swêj mawr yna ","cym","monoW","monoW","www","be.V.3S.PRES","1","3","1","1","1","0","2","1","1","-99"
"Siarad","stammers9","161","1","1","3","RNW","mae o wir ","cym","monoW","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","163","1","1","6","RNW","fydd hi yn amser i ni ","cym","monoW","monoW","www","be.V.3S.FUT+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","163","2","7","7","RNW","ddechrau ","cym","monoW","monoW","www","begin.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","163","3","8","9","RNW","garddio yn_bydd ","cym","monoW","monoW","www","garden.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","166","1","1","1","RNW","yndy ","cym","monoW","monoW","www","be.V.3S.PRES.EMPH","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","166","2","2","2","RNW","yndy ","cym","monoW","monoW","www","be.V.3S.PRES.EMPH","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","169","1","1","5","ENF","oh faswn i yn hoffi ","cym","biling","biling","wbb","be.V.1S.PLUPERF.SPOKEN+SM=like.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","169","2","6","9","ENF","os fydd hi yn ","cym","monoW","biling","wwb","be.V.3S.FUT+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","170","1","1","7","ENF","er mae yn gaddo glaw dydd Sul ","cym","monoW","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","170","2","8","8","ENF","tydy ","cym","monoW","monoW","www","be.V.3S.PRES.NEG","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","170","3","9","10","ENF","dw meddwl ","cym","monoW","monoW","www","be.V.1S.PRES.SPOKEN=think.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","171","1","1","1","RNW","yndy ","cym","monoW","monoW","www","be.V.3S.PRES.EMPH","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","171","2","2","2","RNW","yndy ","cym","monoW","monoW","www","be.V.3S.PRES.EMPH","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","172","1","1","6","ENF","um faswn i yn hoffi cael ","cym","biling","biling","wbb","be.V.1S.PLUPERF.SPOKEN+SM=like.V.INFIN=have.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","172","2","7","15","ENF","mynd i_fyny am dro um i gyfeiriad um Llanelian ","cym","biling","biling","wbb","go.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","174","1","1","6","ENF","achos baswn i yn hoffi gweld ","cym","monoW","monoW","www","be.V.1S.PLUPERF.SPOKEN=like.V.INFIN=see.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","174","2","7","14","ENF","oes yna dipyn o flodau yr gwanwyn o_gwmpas ","cym","monoW","monoW","www","be.V.3S.PRES.INDEF[or]age.N.F.SG","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","176","1","1","4","ENF","doedd yna ddim nag ","cym","monoW","monoW","www","be.V.3S.IMPERF.NEG","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","176","2","5","7","ENF","oedd bythefnos yn_ôl ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","177","1","1","3","RNW","nag oedd nag ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","177","2","4","4","RNW","oedd ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","180","1","1","3","ENF","well i weld ","cym","biling","biling","wbb","see.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","180","2","4","11","ENF","os ydy yr gwanwyn yn llawer cynharach nag ","cym","monoW","biling","wwb","be.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","180","3","12","14","ENF","oedd o yn_de ","cym","monoW","biling","wwb","be.V.3S.IMPERF","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","182","1","1","3","ENF","deud y gwir ","cym","monoW","monoW","www","say.V.INFIN.SPOKEN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","183","1","1","6","RNW","wyt ti isio mynd i_fyny cyn_belled ","cym","monoW","biling","wwb","be.V.2S.PRES=go.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","183","2","7","8","RNW","â Cefn_Ffynnon ","cym","biling","biling","wbb","as.CONJ[or]with.PREP[or]go.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","184","1","1","2","ENF","oes gobeithio ","cym","monoW","biling","wwb","be.V.3S.PRES.INDEF[or]age.N.F.SG=hope.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","184","2","3","6","ENF","neu fydd i gael ","cym","monoW","biling","wwb","be.V.3S.FUT+SM=have.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","184","3","7","11","ENF","gweld i_fyny yr top yn_de ","cym","biling","biling","wbb","see.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","188","1","1","7","ENF","a wedyn mae modd gweld yr um ","cym","biling","biling","wbb","be.V.3S.PRES=see.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","188","2","8","13","ENF","mae modd gweld y y blodau ","cym","monoW","biling","wwb","be.V.3S.PRES=see.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","189","1","1","9","ENF","mae nhw er wedi dod allan yn yr haul ","cym","biling","biling","wbb","be.V.3S.PRES=come.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","189","2","10","12","ENF","mae sure de ","cym","biling","biling","wbb","be.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","198","1","1","9","RNW","well mae trip Merched_y_Wawr yn mynd yn mis Mehefin ","cym","biling","biling","wbb","be.V.3S.PRES=go.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","198","2","10","11","RNW","a gobeithio ","cym","monoW","biling","wwb","hope.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","198","3","12","12","RNW","mynd ","cym","monoW","biling","wwb","go.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","198","4","13","16","RNW","i weld cartre Kate_Roberts ","cym","biling","biling","wbb","see.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","211","1","1","5","RNW","dw i meddwl mis Ebrill ","cym","monoW","monoW","www","be.V.1S.PRES.SPOKEN=think.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","214","1","1","1","RNW","bydd ","cym","monoW","monoW","www","be.V.3S.FUT","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","216","1","1","1","RNW","yndw ","cym","monoW","monoW","www","be.V.1S.PRES.EMPH","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","216","2","2","6","RNW","dw yn hoffi yn arw ","cym","monoW","monoW","www","be.V.1S.PRES.SPOKEN=like.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","336","1","1","1","RNW","yndy ","cym","monoW","monoW","www","be.V.3S.PRES.EMPH","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","341","1","1","6","RNW","Eryl_Rothwell_Hughes yn dda iawn fel arfer ","cym","biling","biling","wbb","use.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","344","1","1","1","RNW","oedd ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","345","1","1","11","ENF","ai dau gan mlynedd a hanner oedd o o geni um ","cym","biling","biling","wbb","be.V.3S.IMPERF=be.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","348","1","1","4","ENF","ia dw meddwl de ","cym","monoW","monoW","www","be.V.1S.PRES.SPOKEN=think.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","352","1","1","11","RNW","a lluniau da iawn o yr pontydd mae o wedi adeiladu ","cym","monoW","monoW","www","be.V.3S.PRES=build.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","353","1","1","2","ENF","oedd er ","cym","biling","biling","wbb","be.V.3S.IMPERF","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","353","2","3","4","ENF","oedd mmm ","cym","biling","biling","wbb","be.V.3S.IMPERF","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","354","1","1","13","ENF","ac oedd o yn medru cadw diddordeb um cynulleidfa am awr a hanner ","cym","biling","biling","wbb","be.V.3S.IMPERF=be.V.INFIN=keep.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","355","1","1","7","ENF","a mae hynny yn rywbeth eitha prin ","cym","monoW","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","355","2","8","11","ENF","dw feddwl eitha anodd ","cym","monoW","monoW","www","be.V.1S.PRES.SPOKEN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","355","3","12","13","ENF","i wneud ","cym","monoW","monoW","www","make.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","355","4","14","14","ENF","dydy ","cym","monoW","monoW","www","be.V.3S.PRES.NEG.SPOKEN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","356","1","1","1","RNW","yndy ","cym","monoW","monoW","www","be.V.3S.PRES.EMPH","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","358","1","1","4","ENF","medru cadw um diddordeb ","cym","biling","biling","wbb","be.V.INFIN=keep.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","359","1","1","1","RNW","yndy ","cym","monoW","monoW","www","be.V.3S.PRES.EMPH","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","360","1","1","4","ENF","a hyd_yn_oed fyswn i ","cym","monoW","monoW","www","finger.V.1S.IMPERF+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","360","2","5","11","ENF","wedi medru gwrando arno fo yn hirach ","cym","monoW","monoW","www","be.V.INFIN=listen.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","361","1","1","6","RNW","ia oedd o yn dda iawn ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","361","2","7","7","RNW","doedd ","cym","monoW","monoW","www","be.V.3S.IMPERF.NEG","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","361","3","8","8","RNW","oedd ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","363","1","1","1","ENF","oedd ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","363","2","2","3","ENF","oedd mi ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","363","3","4","7","ENF","oedd o yn dda ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","364","1","1","8","ENF","oedd o yn um bleser gwrando arno fo ","cym","biling","biling","wbb","be.V.3S.IMPERF=listen.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","364","2","9","12","ENF","deud y gwir yn_doedd ","cym","monoW","biling","wwb","say.V.INFIN.SPOKEN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","365","1","1","1","RNW","oedd ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","366","1","1","4","ENF","oh dw isio mynd ","cym","biling","biling","wbb","be.V.1S.PRES.SPOKEN=go.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","366","2","5","11","ENF","i gerdded dipyn bach mwy rŵan hefyd ","cym","monoW","biling","wwb","walk.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","366","3","12","15","ENF","os fydd yna amser ","cym","monoW","biling","wwb","be.V.3S.FUT+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","368","1","1","10","RNW","ia mae o yn dda iawn i eich iechyd chi ","cym","monoW","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","368","2","11","11","RNW","cerdded ","cym","monoW","monoW","www","walk.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","368","3","12","12","RNW","dydy ","cym","monoW","monoW","www","be.V.3S.PRES.NEG.SPOKEN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","374","1","1","6","RNW","ia mae yna le da iawn ","cym","monoW","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","374","2","7","14","RNW","i gerdded yma ar_hyd lan y môr yn_does ","cym","monoW","monoW","www","walk.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","520","1","1","4","ENF","ti am wneud heddiw ","cym","monoW","monoW","www","make.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","522","1","1","4","ENF","yeah mae yn braf ","cym","biling","biling","wbb","be.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","522","2","5","7","ENF","yndy ac yn ","cym","monoW","biling","wwb","be.V.3S.PRES.EMPH","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","522","3","8","8","ENF","sych ","cym","monoW","biling","wwb","dry.ADJ[or]dry.V.2S.IMPER[or]dry.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","522","4","9","9","ENF","yndy ","cym","monoW","biling","wwb","be.V.3S.PRES.EMPH","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","524","1","1","1","RNW","ydy ","cym","monoW","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","525","1","1","4","ENF","oh well fyset ti ","cym","biling","biling","wbb","finger.V.2S.IMPERF.SPOKEN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","525","2","5","7","ENF","wedi gwneud wedyn ","cym","monoW","biling","wwb","make.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","525","3","8","8","ENF","byset ","cym","monoW","biling","wwb","finger.V.2S.IMPERF.SPOKEN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","526","1","1","2","RNW","baswn mi ","cym","monoW","monoW","www","be.V.1S.PLUPERF.SPOKEN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","526","2","3","4","RNW","faswn i ","cym","monoW","monoW","www","be.V.1S.PLUPERF.SPOKEN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","526","3","5","5","RNW","baswn ","cym","monoW","monoW","www","be.V.1S.PLUPERF.SPOKEN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","527","1","1","7","ENF","wnei di ddim gwerthu dy gar wan ","cym","biling","biling","wbb","do.V.2S.PRES+SM=sell.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","528","1","1","3","RNW","ddim yn gwybod ","cym","monoW","monoW","www","know.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","530","1","1","3","RNW","heb benderfynu eto ","cym","monoW","monoW","www","decide.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","532","1","1","8","ENF","fydd raid ti benderfynu yn_bydd erbyn dydd Llun ","cym","monoW","monoW","www","be.V.3S.FUT+SM=decide.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","533","1","1","6","RNW","well dw i ddim yn gwybod ","cym","biling","biling","wbb","be.V.1S.PRES.SPOKEN=know.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","533","2","7","9","RNW","be wna i ","cym","monoW","biling","wwb","do.V.13S.PRES+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","538","1","1","6","ENF","well dw i ddim yn gwybod ","cym","biling","biling","wbb","be.V.1S.PRES.SPOKEN=know.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","539","1","1","2","ENF","gawn ni ","cym","monoW","biling","wwb","get.V.1P.PRES+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","539","2","3","11","ENF","fynd i yr shop llyfrau Gymraeg er dydd Llun ","cym","biling","biling","wbb","go.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","540","1","1","1","RNW","cawn ","cym","monoW","monoW","www","get.V.1S.IMPERF[or]get.V.1P.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","542","1","1","1","RNW","cawn ","cym","monoW","monoW","www","get.V.1S.IMPERF[or]get.V.1P.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","542","2","2","9","RNW","dan ni isio prynu ychydig o gardiau Cymraeg ","cym","monoW","monoW","www","be.V.1P.PRES.SPOKEN=buy.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","543","1","1","4","ENF","oes gynnot ti isio ","cym","monoW","monoW","www","be.V.3S.PRES.INDEF[or]age.N.F.SG","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","545","1","1","5","ENF","dw i ddim yn meddwl ","cym","monoW","monoW","www","be.V.1S.PRES.SPOKEN=think.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","545","2","6","6","ENF","bod ","cym","monoW","monoW","www","be.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","545","3","7","10","ENF","gynna isio prynu llyfr ","cym","monoW","monoW","www","with_her.PREP+PRON.F.3S.NSTAN[or]light.V.3S.PRES+SM=buy.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","545","4","11","14","ENF","a deud y gwir ","cym","monoW","monoW","www","say.V.INFIN.SPOKEN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","547","1","1","10","ENF","um ga i fenthyg nhw yn y llyfrgell rhein rŵan ","cym","biling","biling","wbb","lend.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","547","2","11","11","ENF","caf ","cym","monoW","biling","wwb","get.V.1S.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","548","1","1","6","RNW","cei mi gei di benthyg nhw ","cym","monoW","monoW","www","lend.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","556","1","1","1","RNW","ydw ","cym","monoW","monoW","www","be.V.1S.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","stammers9","557","1","1","3","RNW","mae o yn ","cym","monoW","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1"































